resources,cache_last_updated,cache_url,created,description,format,hash,id,last_modified,mimetype,mimetype_inner,name,package_id,position,resource_type,revision_id,size,state,url,url_type,webstore_last_updated,webstore_url,dpe:portal,dpe:tags,dpe:themes,dpe:organisation.approval_status,dpe:organisation.created,dpe:organisation.description,dpe:organisation.id,dpe:organisation.image_url,dpe:organisation.is_organization,dpe:organisation.name,dpe:organisation.revision_id,dpe:organisation.state,dpe:organisation.title,dpe:organisation.type
158,,,2020-01-19T11:12:45.398Z,"<p>Buildings used as cultural venues which operate at night time for use by the LBGT+ community. This also includes venues that regularly programme LGBT+ nights. </p>
<p>
<strong>How data was compiled: </strong> UCL Urban Lab&nbsp;research maintained by GLA.</p>
<p>
<strong>Credit for use: </strong> GLA and UCL Urban Lab.</p>",csv,870d8b8263b14d7b40c469b84418f703,4f9b2984-b171-49ff-b72a-31430803d3b9,,,,LGBT+ night-time venues (data captured in July 2019),73db1f23-e7cd-4e90-aeb2-c9402296a307,23,,,13874,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/cultural-infrastructure-map/2020-01-19T11%3A12%3A44/LGBT_night_time_venues.csv,,,,data.london.gov.uk,"culture, theatre, music , galleries, museums, pubs, communiy centres, dance, art, arts","[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}, {'description': ""Datasets about London's facilities including museums and galleries."", 'display_name': 'Art and Culture', 'id': '66a92e74-4325-4b62-a0eb-5d851d43a90b', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A00.37/art-and-culture.png', 'name': 'art-and-culture', 'title': 'Art and Culture'}, {'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
159,,,2017-03-30T09:18:38.272Z,,spreadsheet,944c66d6780144b9035d08201e956a72,1fe82db5-33b7-4998-a841-c376b00b1c58,,,,Primary school to pupils' resident LSOA flows (2016),146392df-b051-42ad-b8ec-454e440f0f8b,2,,,2124440,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/london-schools-atlas/2017-01-26T18%3A50%3A00/Catchments_PriSchooltoLSOA_2016_LDS.xlsx,,,,data.london.gov.uk,"pupils, projections, schools","[{'description': '', 'display_name': 'Young People', 'id': 'c16c3149-16d2-435f-a326-8eb3a613dadf', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A42.12/young-people.png', 'name': 'young-people', 'title': 'Young People'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
160,,,2020-01-07T13:25:00.038Z,,spreadsheet,922b82807d4cb1482c6ed288addd956c,70ac0766-8902-4eb5-aab5-01951aaed773,,,,UK House price index,c722d9ed-dc9d-4e8e-8ce8-b0f3bd0bc948,0,,,527356,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/uk-house-price-index/2020-01-07T13%3A24%3A57/UK%20House%20price%20index.xlsx,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Housing', 'id': '67b1cea4-806d-4b63-90d7-155cf3ac3c03', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A36.93/housing.png', 'name': 'housing', 'title': 'Housing'}]",approved,2014-10-01T12:57:28.590Z,"The Land Registry register the ownership of land and property in England and Wales.

Land Registry is a non-ministerial department. ",ad208def-2469-45ac-a160-ab673cc271fa,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A49%3A43.65/land-registry.jpg,True,land-registry,,active,Land Registry,organization
161,,,2019-03-27T19:46:16.228Z,,pdf,bde484a550535d58cfca75e95c52f873,77baf817-3a04-4e2e-9948-39e5681caa3c,,,,"Pentavia, Mill Hill - Planning Application Form.pdf",51f40cf8-4b52-4923-bd1b-cc4832af0026,173,,,7086967,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A46%3A13/Pentavia%2C%20Mill%20Hill%20-%20Planning%20Application%20Form.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
162,,,2019-11-04T12:54:44.756Z,,csv,b6ad8179d386f4a057da6c6b133648b7,9de8d491-a39d-403b-8fe2-75d77c332b71,,,,LFB payments over £250 - October 2019,daa96964-4718-4b2c-9aeb-849c6bfbbf74,2,,,979433,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/lfb-payments-over-f250-2019-20/2019-11-04T12%3A54%3A41/LFB%20payments%20over%20%C2%A3250%20-%20October%202019.csv,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}, {'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
163,,,2019-03-27T20:14:50.933Z,,pdf,3c454f3ddf946122436ce5b85561c381,1c1d3d12-9cb1-4298-bb7a-9da3bab767ac,,,,BS5837 - Mill Hill - Arbtech AIA 03 - 28-02-19-Sheet 2 (A0).pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,24,,,12447536,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A14%3A43/BS5837%20-%20Mill%20Hill%20-%20Arbtech%20AIA%2003%20-%2028-02-19-Sheet%202%20%28A0%29.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
164,,,2019-03-27T19:51:40.633Z,,pdf,15fdd581db6cc23db6e99a07fe3534a3,1b87c8fa-218b-492c-a53d-661cb28b8d19,,,,A_44032_MH - A20-00-02 - OVERALL ELEVATIONS_INWARDS.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,130,,,1876295,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A51%3A37/A_44032_MH%20-%20A20-00-02%20-%20OVERALL%20ELEVATIONS_INWARDS.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
165,,,2019-12-18T08:08:42.808Z,,spreadsheet,da5f1d4d2b1986be57ca7c8e17959d1c,b5abfefa-7890-438e-9cc6-a247ac32d9df,,,,Investment in start up and scale up in tech sector.xlsx,23d01852-f0cf-4120-9616-ba5e1e30ca5a,0,,,9527,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/investment-in-start-up-and-scale-up-in-tech-sector/2019-12-18T08%3A08%3A41/Investment%20in%20start%20up%20and%20scale%20up%20in%20tech%20sector.xlsx,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}]",approved,2018-11-29T09:04:32.226Z,,42989273-31c7-4524-bb16-2a5762aacb10,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-11-29T09%3A04%3A31/_new.png,True,pitchbook,,active,Pitchbook,organization
166,,,2019-05-31T10:25:58.547Z,,zip,4d264f9c94992be502c97a1ad7845dff,0840f330-7e60-4e4a-8a5b-e8b59670580c,,,,9. Phasing Plan (May addendum).zip,cebec6be-b8bf-4d7d-ab00-ad58e5a9eba0,16,,,8267938,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents-31-may---3-july-2019/2019-05-31T10%3A25%3A55/9.%20Phasing%20Plan%20%28May%20addendum%29.zip,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
167,,,2020-01-19T11:13:04.482Z,"<p>Buildings with 30 public performances per year.</p>
<p>
<strong>How data was compiled: </strong> GLA commissioned research led by&nbsp;BOP&nbsp;in partnership with the Theatres Trust.</p>
<p>
<strong>Credit for use: </strong> GLA and Theatres Trust</p>",csv,257110ddfe137a2e9f022a88c7d067f8,c9bda99b-2156-4ecd-b09d-c207ae5947e2,,,,Theatre (data captured in January 2019),73db1f23-e7cd-4e90-aeb2-c9402296a307,5,,,60568,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/cultural-infrastructure-map/2020-01-19T11%3A13%3A03/Theatres.csv,,,,data.london.gov.uk,"culture, theatre, music , galleries, museums, pubs, communiy centres, dance, art, arts","[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}, {'description': ""Datasets about London's facilities including museums and galleries."", 'display_name': 'Art and Culture', 'id': '66a92e74-4325-4b62-a0eb-5d851d43a90b', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A00.37/art-and-culture.png', 'name': 'art-and-culture', 'title': 'Art and Culture'}, {'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
168,,,2016-11-11T15:17:37.162Z,,spreadsheet,f345234161c79a953a9276e223c4ccdd,c49bbd3f-b1f8-49d3-8da4-db8cf25f3d90,,,,la-collected-waste-quarterly [DISCONTINUED],5743b248-2a83-460e-a0ed-f79a273f576a,1,,,173056,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/local-authority-collected-waste-management-london/2016-11-11T15%3A17%3A04/la-collected-waste-quarterly-discontinued.xls,,,,data.london.gov.uk,"landfill, rubbish, waste, recycling","[{'description': '', 'display_name': 'Environment', 'id': 'fb70a4e6-311c-41c1-8429-3fe27ebc928a', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A20.08/environment.png', 'name': 'environment', 'title': 'Environment'}]",approved,2014-10-01T12:57:25.709Z,"The UK government department responsible for policy and regulations on environmental, food and rural issues.",459c0159-0469-4feb-99bc-3767a2101514,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A19.76/defra.png,True,defra,,active,"Department for Environment, Food and Rural Affairs",organization
169,,,2020-01-08T09:13:30.716Z,"<p>This is a one-off, but can be updated on request.&nbsp;</p>",spreadsheet,3b4075000fbbe832ed71343b2b20f261,3fa4a9f6-d72b-49fc-b55f-c356f9b584ae,,,,Gender Pay Gap by Industry (2019),dab467ed-0868-4d16-b2a2-ac880b423384,4,,,27970,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/gender-pay-gaps/2020-01-08T09%3A13%3A28/Gender%20pay%20gap%20by%20SIC2007%20UK%20London.xlsx,,,,data.london.gov.uk,economic-fairness,"[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}, {'description': '', 'display_name': 'Employment and Skills', 'id': '50f66ade-4ef9-4814-b2cb-94e5b316d7f6', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A11.98/employment-and-skills.png', 'name': 'employment-and-skills', 'title': 'Employment and Skills'}, {'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
170,,,2017-12-14T12:02:16.563Z,,zip,578592a05eb47b461b0d712d090eb4e0-44,8b9d66fd-4f4e-4de0-ac8f-3c885a3d7dd6,,,,LEGGI 2008.zip,d7947812-412d-4074-a46a-1ff3e18b73b1,8,,,226629638,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/leggi/2017-12-14T12%3A01%3A27/LEGGI%202008.zip,,,,data.london.gov.uk,"greenhouse gas, carbon dioxide, mitigation, energy, CO2, emissions, climate change, pollution, gas, coal, electricity, housing, transport, power, commercial, industrial, domestic, sector","[{'description': '', 'display_name': 'Environment', 'id': 'fb70a4e6-311c-41c1-8429-3fe27ebc928a', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A20.08/environment.png', 'name': 'environment', 'title': 'Environment'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
